NestID,DateTime,DateTime_hack,LW,RW,Date_hack,LW_corr,RW_corr,LW_assn,RW_assn
12.000000,2003-02-22 17:53:00,2003-02-23 05:53:00,A,A,2003-02-23,A,A,A,A
12.000000,2003-02-23 15:56:00,2003-02-24 03:56:00,A,A,2003-02-24,A,A,A,A
12.000000,2003-02-24 17:40:00,2003-02-25 05:40:00,A,A,2003-02-25,A,A,A,A
12.000000,2003-02-25 16:46:00,2003-02-26 04:46:00,A,A,2003-02-26,A,B,A,B
12.000000,2003-02-26 16:34:00,2003-02-27 04:34:00,A,A,2003-02-27,A,B,A,B
12.000000,2003-02-27 16:25:00,2003-02-28 04:25:00,A,A,2003-02-28,A,B,A,B
12.000000,2003-02-28 16:07:00,2003-03-01 04:07:00,A,A,2003-03-01,A,A,A,A
12.000000,2003-03-01 16:29:00,2003-03-02 04:29:00,A,A,2003-03-02,A,A,A,A
12.000000,2003-03-02 16:41:00,2003-03-03 04:41:00,A,A,2003-03-03,A,A,A,A
12.000000,2003-03-03 16:38:00,2003-03-04 04:38:00,A,A,2003-03-04,A,B,A,B
12.000000,2003-03-04 16:04:00,2003-03-05 04:04:00,A,A,2003-03-05,B,B,B,B
12.000000,2003-03-05 16:02:00,2003-03-06 04:02:00,A,A,2003-03-06,B,A,B,A
12.000000,2003-03-06 17:47:00,2003-03-07 05:47:00,A,A,2003-03-07,A,A,A,A
12.000000,2003-03-07 16:42:00,2003-03-08 04:42:00,A,A,2003-03-08,B,A,B,A
13.000000,2003-02-08 11:30:00,2003-02-08 23:30:00,A,A,2003-02-08,A,A,A,A
13.000000,2003-02-08 17:18:00,2003-02-09 05:18:00,A,A,2003-02-09,D,D,B,A
13.000000,2003-02-09 16:25:00,2003-02-10 04:25:00,A,A,2003-02-10,B,A,B,A
13.000000,2003-02-10 16:39:00,2003-02-11 04:39:00,A,A,2003-02-11,B,A,B,A
13.000000,2003-02-11 17:00:00,2003-02-12 05:00:00,A,A,2003-02-12,A,B,A,B
13.000000,2003-02-12 17:25:00,2003-02-13 05:25:00,A,A,2003-02-13,B,A,B,A
13.000000,2003-02-13 17:00:00,2003-02-14 05:00:00,A,A,2003-02-14,A,B,A,B
13.000000,2003-02-14 16:31:00,2003-02-15 04:31:00,A,A,2003-02-15,A,B,A,B
13.000000,2003-02-15 16:31:00,2003-02-16 04:31:00,A,A,2003-02-16,A,B,A,B
13.000000,2003-02-16 16:40:00,2003-02-17 04:40:00,A,A,2003-02-17,A,A,A,A
13.000000,2003-02-17 16:34:00,2003-02-18 04:34:00,A,A,2003-02-18,A,B,A,B
13.000000,2003-02-18 15:36:00,2003-02-19 03:36:00,A,A,2003-02-19,A,A,A,A
13.000000,2003-02-19 16:07:00,2003-02-20 04:07:00,A,A,2003-02-20,A,A,A,A
13.000000,2003-02-20 16:54:00,2003-02-21 04:54:00,A,A,2003-02-21,A,A,A,A
13.000000,2003-02-21 16:45:00,2003-02-22 04:45:00,A,A,2003-02-22,A,A,A,A
13.000000,2003-02-22 17:54:00,2003-02-23 05:54:00,A,A,2003-02-23,A,A,A,A
13.000000,2003-02-23 15:58:00,2003-02-24 03:58:00,A,A,2003-02-24,A,A,A,A
13.000000,2003-02-24 17:39:00,2003-02-25 05:39:00,A,A,2003-02-25,B,A,B,A
13.000000,2003-02-25 16:45:00,2003-02-26 04:45:00,A,A,2003-02-26,A,A,A,A
13.000000,2003-02-26 16:33:00,2003-02-27 04:33:00,A,A,2003-02-27,A,A,A,A
13.000000,2003-02-27 16:24:00,2003-02-28 04:24:00,A,A,2003-02-28,D,D,B,A
13.000000,2003-02-28 16:05:59,2003-03-01 04:05:59,A,A,2003-03-01,B,B,B,B
13.000000,2003-03-01 16:27:00,2003-03-02 04:27:00,A,A,2003-03-02,A,B,A,B
13.000000,2003-03-02 16:40:00,2003-03-03 04:40:00,A,A,2003-03-03,A,A,A,A
13.000000,2003-03-03 16:39:00,2003-03-04 04:39:00,A,A,2003-03-04,A,A,A,A
13.000000,2003-03-04 16:02:00,2003-03-05 04:02:00,A,A,2003-03-05,A,B,A,B
13.000000,2003-03-05 16:04:00,2003-03-06 04:04:00,A,A,2003-03-06,A,A,A,A
13.000000,2003-03-06 17:46:00,2003-03-07 05:46:00,A,A,2003-03-07,A,B,A,B
13.000000,2003-03-07 16:43:00,2003-03-08 04:43:00,A,A,2003-03-08,A,B,A,B
14.000000,2003-02-09 16:30:00,2003-02-10 04:30:00,A,A,2003-02-10,B,A,B,A
14.000000,2003-02-10 16:46:00,2003-02-11 04:46:00,A,A,2003-02-11,B,A,B,A
14.000000,2003-02-11 17:03:00,2003-02-12 05:03:00,A,A,2003-02-12,B,A,B,A
14.000000,2003-02-12 17:28:00,2003-02-13 05:28:00,A,A,2003-02-13,B,A,B,A
14.000000,2003-02-13 17:05:00,2003-02-14 05:05:00,A,A,2003-02-14,D,D,A,B
14.000000,2003-02-14 16:34:59,2003-02-15 04:34:59,A,A,2003-02-15,B,A,B,A
14.000000,2003-02-15 16:36:00,2003-02-16 04:36:00,A,A,2003-02-16,A,A,A,A
14.000000,2003-02-16 16:46:00,2003-02-17 04:46:00,A,A,2003-02-17,A,A,A,A
14.000000,2003-02-17 16:42:00,2003-02-18 04:42:00,A,A,2003-02-18,A,B,A,B
14.000000,2003-02-18 15:39:00,2003-02-19 03:39:00,A,A,2003-02-19,A,B,A,B
14.000000,2003-02-19 15:36:00,2003-02-20 03:36:00,A,A,2003-02-20,A,A,A,A
14.000000,2003-02-20 15:49:59,2003-02-21 03:49:59,A,A,2003-02-21,A,A,A,A
14.000000,2003-02-21 16:40:00,2003-02-22 04:40:00,A,A,2003-02-22,A,A,A,A
14.000000,2003-02-22 17:59:00,2003-02-23 05:59:00,A,A,2003-02-23,A,A,A,A
14.000000,2003-02-23 15:28:00,2003-02-24 03:28:00,A,A,2003-02-24,A,A,A,A
14.000000,2003-02-24 17:35:00,2003-02-25 05:35:00,A,A,2003-02-25,D,D,B,A
14.000000,2003-02-25 16:41:00,2003-02-26 04:41:00,A,A,2003-02-26,A,B,A,B
14.000000,2003-02-26 16:28:00,2003-02-27 04:28:00,A,A,2003-02-27,A,A,A,A
14.000000,2003-02-27 16:16:00,2003-02-28 04:16:00,A,A,2003-02-28,B,A,B,A
14.000000,2003-02-28 15:57:00,2003-03-01 03:57:00,A,A,2003-03-01,A,A,A,A
14.000000,2003-03-01 16:21:00,2003-03-02 04:21:00,A,A,2003-03-02,A,A,A,A
14.000000,2003-03-02 16:33:00,2003-03-03 04:33:00,A,A,2003-03-03,A,A,A,A
14.000000,2003-03-03 16:32:00,2003-03-04 04:32:00,A,A,2003-03-04,A,A,A,A
14.000000,2003-03-04 16:13:00,2003-03-05 04:13:00,A,A,2003-03-05,A,A,A,A
14.000000,2003-03-05 16:41:00,2003-03-06 04:41:00,A,A,2003-03-06,A,A,A,A
14.000000,2003-03-06 17:39:00,2003-03-07 05:39:00,A,A,2003-03-07,A,B,A,B
14.000000,2003-03-07 16:38:00,2003-03-08 04:38:00,A,A,2003-03-08,A,B,A,B
15.000000,2003-02-08 15:57:00,2003-02-09 03:57:00,A,A,2003-02-09,D,D,A,B
15.000000,2003-02-09 16:32:00,2003-02-10 04:32:00,A,A,2003-02-10,B,A,B,A
15.000000,2003-02-10 16:40:00,2003-02-11 04:40:00,A,A,2003-02-11,B,A,B,A
15.000000,2003-02-11 17:00:00,2003-02-12 05:00:00,A,A,2003-02-12,D,D,A,B
15.000000,2003-02-12 17:21:00,2003-02-13 05:21:00,A,A,2003-02-13,A,B,A,B
15.000000,2003-02-13 17:02:00,2003-02-14 05:02:00,A,A,2003-02-14,A,A,A,A
15.000000,2003-02-14 16:33:00,2003-02-15 04:33:00,A,A,2003-02-15,A,B,A,B
15.000000,2003-02-15 16:33:00,2003-02-16 04:33:00,A,A,2003-02-16,B,A,B,A
15.000000,2003-02-16 16:42:00,2003-02-17 04:42:00,A,A,2003-02-17,A,B,A,B
15.000000,2003-02-17 16:36:00,2003-02-18 04:36:00,A,A,2003-02-18,D,D,B,A
15.000000,2003-02-18 15:33:00,2003-02-19 03:33:00,A,A,2003-02-19,A,B,A,B
15.000000,2003-02-19 16:09:00,2003-02-20 04:09:00,A,A,2003-02-20,A,A,A,A
15.000000,2003-02-20 16:57:00,2003-02-21 04:57:00,A,A,2003-02-21,A,A,A,A
15.000000,2003-02-21 16:43:00,2003-02-22 04:43:00,A,A,2003-02-22,A,A,A,A
15.000000,2003-02-22 17:56:00,2003-02-23 05:56:00,A,A,2003-02-23,D,D,B,A
15.000000,2003-02-23 15:59:00,2003-02-24 03:59:00,A,A,2003-02-24,A,A,A,A
15.000000,2003-02-24 17:37:00,2003-02-25 05:37:00,A,A,2003-02-25,A,A,A,A
15.000000,2003-02-25 16:43:00,2003-02-26 04:43:00,A,A,2003-02-26,A,A,A,A
15.000000,2003-02-26 16:31:00,2003-02-27 04:31:00,A,A,2003-02-27,A,B,A,B
15.000000,2003-02-27 16:18:59,2003-02-28 04:18:59,A,A,2003-02-28,D,D,B,A
15.000000,2003-02-28 16:02:59,2003-03-01 04:02:59,A,A,2003-03-01,A,A,A,A
15.000000,2003-03-01 16:24:00,2003-03-02 04:24:00,A,A,2003-03-02,A,A,A,A
15.000000,2003-03-02 16:38:00,2003-03-03 04:38:00,A,A,2003-03-03,A,A,A,A
15.000000,2003-03-03 16:37:00,2003-03-04 04:37:00,A,A,2003-03-04,A,A,A,A
15.000000,2003-03-04 16:00:00,2003-03-05 04:00:00,A,A,2003-03-05,A,B,A,B
15.000000,2003-03-05 16:00:00,2003-03-06 04:00:00,A,A,2003-03-06,A,B,A,B
15.000000,2003-03-06 17:45:00,2003-03-07 05:45:00,A,A,2003-03-07,A,B,A,B
15.000000,2003-03-07 16:40:00,2003-03-08 04:40:00,A,A,2003-03-08,A,B,A,B
16.000000,2003-02-09 15:04:59,2003-02-10 03:04:59,B,A,2003-02-10,B,A,B,A
16.000000,2003-02-10 16:47:00,2003-02-11 04:47:00,A,A,2003-02-11,B,A,B,A
16.000000,2003-02-11 17:03:00,2003-02-12 05:03:00,A,A,2003-02-12,B,A,B,A
16.000000,2003-02-12 17:27:00,2003-02-13 05:27:00,A,A,2003-02-13,B,A,B,A
16.000000,2003-02-13 17:06:00,2003-02-14 05:06:00,A,A,2003-02-14,A,A,A,A
16.000000,2003-02-14 16:37:00,2003-02-15 04:37:00,A,A,2003-02-15,B,A,B,A
16.000000,2003-02-15 16:38:00,2003-02-16 04:38:00,A,A,2003-02-16,D,D,A,B
16.000000,2003-02-16 16:47:59,2003-02-17 04:47:59,A,A,2003-02-17,A,B,A,B
16.000000,2003-02-17 16:42:00,2003-02-18 04:42:00,A,A,2003-02-18,A,B,A,B
16.000000,2003-02-18 15:30:00,2003-02-19 03:30:00,A,A,2003-02-19,A,B,A,B
16.000000,2003-02-19 15:36:59,2003-02-20 03:36:59,A,A,2003-02-20,D,D,B,A
16.000000,2003-02-20 15:52:00,2003-02-21 03:52:00,A,A,2003-02-21,A,A,A,A
16.000000,2003-02-21 16:39:00,2003-02-22 04:39:00,A,A,2003-02-22,A,A,A,A
16.000000,2003-02-22 17:58:00,2003-02-23 05:58:00,A,A,2003-02-23,A,A,A,A
16.000000,2003-02-23 15:29:00,2003-02-24 03:29:00,A,A,2003-02-24,A,A,A,A
16.000000,2003-02-24 17:35:59,2003-02-25 05:35:59,A,A,2003-02-25,D,D,A,B
16.000000,2003-02-25 16:42:00,2003-02-26 04:42:00,A,A,2003-02-26,A,A,A,A
16.000000,2003-02-26 16:29:00,2003-02-27 04:29:00,A,A,2003-02-27,A,A,A,A
16.000000,2003-02-27 16:17:00,2003-02-28 04:17:00,A,A,2003-02-28,B,A,B,A
16.000000,2003-02-28 15:59:00,2003-03-01 03:59:00,A,A,2003-03-01,A,A,A,A
16.000000,2003-03-01 16:21:59,2003-03-02 04:21:59,A,A,2003-03-02,B,A,B,A
16.000000,2003-03-02 16:34:00,2003-03-03 04:34:00,A,A,2003-03-03,A,A,A,A
16.000000,2003-03-03 16:33:00,2003-03-04 04:33:00,A,A,2003-03-04,A,B,A,B
16.000000,2003-03-04 16:14:00,2003-03-05 04:14:00,A,A,2003-03-05,A,B,A,B
16.000000,2003-03-05 16:42:00,2003-03-06 04:42:00,A,A,2003-03-06,A,B,A,B
16.000000,2003-03-06 17:40:00,2003-03-07 05:40:00,A,A,2003-03-07,A,A,A,A
16.000000,2003-03-07 16:37:00,2003-03-08 04:37:00,A,A,2003-03-08,A,A,A,A
17.000000,2003-02-08 16:11:00,2003-02-09 04:11:00,A,A,2003-02-09,B,A,B,A
17.000000,2003-02-09 16:34:00,2003-02-10 04:34:00,A,A,2003-02-10,B,A,B,A
17.000000,2003-02-10 16:30:00,2003-02-11 04:30:00,A,A,2003-02-11,A,A,A,A
17.000000,2003-02-11 16:47:00,2003-02-12 04:47:00,A,A,2003-02-12,A,A,A,A
17.000000,2003-02-12 17:06:59,2003-02-13 05:06:59,A,A,2003-02-13,D,D,A,B
17.000000,2003-02-13 16:38:00,2003-02-14 04:38:00,A,A,2003-02-14,A,B,A,B
17.000000,2003-02-14 16:21:59,2003-02-15 04:21:59,A,A,2003-02-15,A,A,A,A
17.000000,2003-02-15 16:25:00,2003-02-16 04:25:00,A,A,2003-02-16,A,B,A,B
17.000000,2003-02-16 16:21:00,2003-02-17 04:21:00,A,A,2003-02-17,A,A,A,A
17.000000,2003-02-17 16:26:00,2003-02-18 04:26:00,A,A,2003-02-18,D,D,B,A
17.000000,2003-02-18 15:42:00,2003-02-19 03:42:00,A,A,2003-02-19,A,A,A,A
17.000000,2003-02-19 16:01:00,2003-02-20 04:01:00,A,A,2003-02-20,B,A,B,A
17.000000,2003-02-20 16:29:00,2003-02-21 04:29:00,A,A,2003-02-21,A,A,A,A
17.000000,2003-02-21 16:50:00,2003-02-22 04:50:00,A,A,2003-02-22,A,A,A,A
17.000000,2003-02-22 17:48:59,2003-02-23 05:48:59,A,A,2003-02-23,B,A,B,A
17.000000,2003-02-23 15:51:00,2003-02-24 03:51:00,A,A,2003-02-24,A,A,A,A
17.000000,2003-02-24 17:45:00,2003-02-25 05:45:00,A,A,2003-02-25,A,A,A,A
17.000000,2003-02-25 16:52:00,2003-02-26 04:52:00,A,A,2003-02-26,A,A,A,A
17.000000,2003-02-26 16:38:00,2003-02-27 04:38:00,A,A,2003-02-27,A,B,A,B
17.000000,2003-02-27 16:29:00,2003-02-28 04:29:00,A,A,2003-02-28,A,B,A,B
17.000000,2003-02-28 16:15:00,2003-03-01 04:15:00,A,A,2003-03-01,A,B,A,B
17.000000,2003-03-01 16:34:59,2003-03-02 04:34:59,A,A,2003-03-02,A,B,A,B
17.000000,2003-03-02 16:45:00,2003-03-03 04:45:00,A,A,2003-03-03,A,A,A,A
17.000000,2003-03-03 16:43:00,2003-03-04 04:43:00,A,A,2003-03-04,A,A,A,A
17.000000,2003-03-04 16:09:00,2003-03-05 04:09:00,A,A,2003-03-05,B,A,B,A
17.000000,2003-03-05 16:05:59,2003-03-06 04:05:59,A,A,2003-03-06,B,A,B,A
17.000000,2003-03-06 17:50:00,2003-03-07 05:50:00,A,A,2003-03-07,D,D,B,A
17.000000,2003-03-07 16:47:00,2003-03-08 04:47:00,A,A,2003-03-08,B,A,B,A
18.000000,2003-02-08 16:17:00,2003-02-09 04:17:00,A,A,2003-02-09,B,A,B,A
18.000000,2003-02-09 16:36:00,2003-02-10 04:36:00,A,A,2003-02-10,B,A,B,A
18.000000,2003-02-10 16:31:00,2003-02-11 04:31:00,A,A,2003-02-11,A,A,A,A
18.000000,2003-02-11 16:47:59,2003-02-12 04:47:59,A,A,2003-02-12,B,A,B,A
18.000000,2003-02-12 17:09:00,2003-02-13 05:09:00,A,A,2003-02-13,A,A,A,A
18.000000,2003-02-13 16:39:00,2003-02-14 04:39:00,A,A,2003-02-14,B,A,B,A
18.000000,2003-02-14 16:24:00,2003-02-15 04:24:00,A,A,2003-02-15,B,A,B,A
18.000000,2003-02-15 16:26:00,2003-02-16 04:26:00,A,A,2003-02-16,D,D,B,A
18.000000,2003-02-16 16:15:00,2003-02-17 04:15:00,A,A,2003-02-17,A,B,A,B
18.000000,2003-02-17 16:27:00,2003-02-18 04:27:00,A,A,2003-02-18,A,B,A,B
18.000000,2003-02-18 15:44:00,2003-02-19 03:44:00,A,A,2003-02-19,A,A,A,A
18.000000,2003-02-19 16:00:00,2003-02-20 04:00:00,A,A,2003-02-20,A,A,A,A
18.000000,2003-02-20 16:30:00,2003-02-21 04:30:00,A,A,2003-02-21,A,A,A,A
18.000000,2003-02-21 16:50:59,2003-02-22 04:50:59,A,A,2003-02-22,A,A,A,A
18.000000,2003-02-22 17:28:00,2003-02-23 05:28:00,A,A,2003-02-23,A,A,A,A
18.000000,2003-02-23 15:52:00,2003-02-24 03:52:00,A,A,2003-02-24,A,A,A,A
18.000000,2003-02-24 17:46:00,2003-02-25 05:46:00,A,A,2003-02-25,D,D,B,A
18.000000,2003-02-25 16:53:00,2003-02-26 04:53:00,A,A,2003-02-26,A,A,A,A
18.000000,2003-02-26 16:39:00,2003-02-27 04:39:00,A,A,2003-02-27,A,B,A,B
18.000000,2003-02-27 16:31:00,2003-02-28 04:31:00,A,A,2003-02-28,B,A,B,A
18.000000,2003-02-28 16:17:00,2003-03-01 04:17:00,A,A,2003-03-01,A,A,A,A
18.000000,2003-03-01 16:36:00,2003-03-02 04:36:00,A,A,2003-03-02,A,A,A,A
18.000000,2003-03-02 16:47:59,2003-03-03 04:47:59,A,A,2003-03-03,A,A,A,A
18.000000,2003-03-03 16:46:00,2003-03-04 04:46:00,A,A,2003-03-04,A,A,A,A
18.000000,2003-03-04 16:16:00,2003-03-05 04:16:00,A,A,2003-03-05,A,A,A,A
18.000000,2003-03-05 16:13:00,2003-03-06 04:13:00,A,A,2003-03-06,B,A,B,A
18.000000,2003-03-06 17:51:59,2003-03-07 05:51:59,A,A,2003-03-07,B,A,B,A
19.000000,2003-02-08 16:21:00,2003-02-09 04:21:00,A,A,2003-02-09,B,B,B,B
19.000000,2003-02-09 16:38:00,2003-02-10 04:38:00,A,B,2003-02-10,B,B,B,B
19.000000,2003-02-10 16:33:00,2003-02-11 04:33:00,A,A,2003-02-11,B,A,B,A
19.000000,2003-02-11 16:49:00,2003-02-12 04:49:00,A,A,2003-02-12,B,A,B,A
19.000000,2003-02-12 17:10:00,2003-02-13 05:10:00,A,A,2003-02-13,B,A,B,A
19.000000,2003-02-13 16:42:00,2003-02-14 04:42:00,A,A,2003-02-14,A,A,A,A
19.000000,2003-02-14 16:25:00,2003-02-15 04:25:00,A,A,2003-02-15,B,A,B,A
19.000000,2003-02-15 16:27:00,2003-02-16 04:27:00,A,A,2003-02-16,A,A,A,A
19.000000,2003-02-16 16:18:59,2003-02-17 04:18:59,A,A,2003-02-17,B,A,B,A
19.000000,2003-02-17 16:28:00,2003-02-18 04:28:00,A,A,2003-02-18,A,B,A,B
19.000000,2003-02-18 15:45:00,2003-02-19 03:45:00,A,A,2003-02-19,A,A,A,A
19.000000,2003-02-19 15:59:00,2003-02-20 03:59:00,A,A,2003-02-20,A,A,A,A
19.000000,2003-02-20 20:35:00,2003-02-21 08:35:00,A,A,2003-02-21,A,A,A,A
19.000000,2003-02-21 15:53:00,2003-02-22 03:53:00,A,A,2003-02-22,A,A,A,A
19.000000,2003-02-22 17:46:00,2003-02-23 05:46:00,A,A,2003-02-23,A,A,A,A
19.000000,2003-02-23 15:53:00,2003-02-24 03:53:00,A,A,2003-02-24,A,A,A,A
19.000000,2003-02-24 17:48:00,2003-02-25 05:48:00,A,A,2003-02-25,A,B,A,B
19.000000,2003-02-25 16:54:00,2003-02-26 04:54:00,A,A,2003-02-26,A,A,A,A
19.000000,2003-02-26 16:40:00,2003-02-27 04:40:00,A,A,2003-02-27,B,A,B,A
19.000000,2003-02-27 16:32:00,2003-02-28 04:32:00,A,A,2003-02-28,B,A,B,A
19.000000,2003-02-28 16:20:00,2003-03-01 04:20:00,A,A,2003-03-01,B,A,B,A
19.000000,2003-03-01 16:38:00,2003-03-02 04:38:00,A,A,2003-03-02,A,B,A,B
19.000000,2003-03-02 16:50:59,2003-03-03 04:50:59,A,A,2003-03-03,B,A,B,A
19.000000,2003-03-03 16:47:59,2003-03-04 04:47:59,A,A,2003-03-04,A,A,A,A
19.000000,2003-03-04 16:14:00,2003-03-05 04:14:00,A,A,2003-03-05,A,A,A,A
19.000000,2003-03-05 16:18:59,2003-03-06 04:18:59,A,A,2003-03-06,A,A,A,A
19.000000,2003-03-06 17:53:00,2003-03-07 05:53:00,A,A,2003-03-07,A,B,A,B
19.000000,2003-03-07 16:47:59,2003-03-08 04:47:59,A,A,2003-03-08,A,A,A,A
20.000000,2003-02-08 16:26:00,2003-02-09 04:26:00,A,A,2003-02-09,B,A,B,A
20.000000,2003-02-09 16:42:00,2003-02-10 04:42:00,A,A,2003-02-10,B,B,B,B
20.000000,2003-02-10 16:34:00,2003-02-11 04:34:00,A,A,2003-02-11,A,B,A,B
20.000000,2003-02-11 16:50:00,2003-02-12 04:50:00,A,A,2003-02-12,A,B,A,B
20.000000,2003-02-12 17:14:00,2003-02-13 05:14:00,A,A,2003-02-13,A,B,A,B
20.000000,2003-02-13 16:43:00,2003-02-14 04:43:00,A,A,2003-02-14,D,D,A,B
20.000000,2003-02-14 16:27:00,2003-02-15 04:27:00,A,A,2003-02-15,A,A,A,A
20.000000,2003-02-15 16:28:00,2003-02-16 04:28:00,A,A,2003-02-16,A,A,A,A
20.000000,2003-02-16 16:12:00,2003-02-17 04:12:00,A,A,2003-02-17,A,B,A,B
20.000000,2003-02-17 16:30:00,2003-02-18 04:30:00,A,A,2003-02-18,B,A,B,A
20.000000,2003-02-18 15:47:00,2003-02-19 03:47:00,A,A,2003-02-19,D,D,A,B
20.000000,2003-02-19 15:56:00,2003-02-20 03:56:00,A,A,2003-02-20,B,A,B,A
20.000000,2003-02-20 16:38:00,2003-02-21 04:38:00,A,A,2003-02-21,D,D,A,B
20.000000,2003-02-21 15:54:00,2003-02-22 03:54:00,A,A,2003-02-22,A,B,A,B
20.000000,2003-02-22 17:43:00,2003-02-23 05:43:00,A,A,2003-02-23,A,B,A,B
20.000000,2003-02-23 15:54:00,2003-02-24 03:54:00,A,A,2003-02-24,A,A,A,A
20.000000,2003-02-24 17:50:00,2003-02-25 05:50:00,A,A,2003-02-25,D,D,A,B
20.000000,2003-02-25 16:55:00,2003-02-26 04:55:00,A,A,2003-02-26,A,A,A,A
20.000000,2003-02-26 16:42:00,2003-02-27 04:42:00,A,A,2003-02-27,B,A,B,A
20.000000,2003-02-27 16:34:00,2003-02-28 04:34:00,A,A,2003-02-28,A,A,A,A
20.000000,2003-02-28 16:23:00,2003-03-01 04:23:00,A,A,2003-03-01,A,A,A,A
20.000000,2003-03-01 16:41:00,2003-03-02 04:41:00,A,A,2003-03-02,A,A,A,A
20.000000,2003-03-02 16:54:00,2003-03-03 04:54:00,A,A,2003-03-03,A,B,A,B
20.000000,2003-03-03 16:50:00,2003-03-04 04:50:00,A,A,2003-03-04,A,A,A,A
20.000000,2003-03-04 16:12:00,2003-03-05 04:12:00,A,A,2003-03-05,A,A,A,A
20.000000,2003-03-05 16:16:00,2003-03-06 04:16:00,A,A,2003-03-06,A,B,A,B
20.000000,2003-03-06 17:51:00,2003-03-07 05:51:00,A,A,2003-03-07,A,A,A,A
20.000000,2003-03-07 16:49:00,2003-03-08 04:49:00,A,A,2003-03-08,A,A,A,A
22.000000,2003-02-13 17:11:00,2003-02-14 05:11:00,A,A,2003-02-14,A,A,A,A
22.000000,2003-02-17 16:11:00,2003-02-18 04:11:00,A,A,2003-02-18,B,A,B,A
22.000000,2003-02-18 15:59:00,2003-02-19 03:59:00,A,A,2003-02-19,B,A,B,A
22.000000,2003-02-19 15:47:00,2003-02-20 03:47:00,A,A,2003-02-20,A,B,A,B
22.000000,2003-02-20 16:02:59,2003-02-21 04:02:59,A,A,2003-02-21,A,B,A,B
22.000000,2003-02-21 17:10:00,2003-02-22 05:10:00,A,A,2003-02-22,A,B,A,B
22.000000,2003-02-22 17:31:00,2003-02-23 05:31:00,A,A,2003-02-23,A,A,A,A
22.000000,2003-02-23 15:36:00,2003-02-24 03:36:00,A,A,2003-02-24,A,B,A,B
22.000000,2003-02-24 18:02:00,2003-02-25 06:02:00,A,A,2003-02-25,A,A,A,A
22.000000,2003-02-25 17:08:00,2003-02-26 05:08:00,A,A,2003-02-26,A,A,A,A
22.000000,2003-02-26 16:52:00,2003-02-27 04:52:00,A,A,2003-02-27,A,A,A,A
22.000000,2003-02-27 16:47:00,2003-02-28 04:47:00,A,A,2003-02-28,A,A,A,A
22.000000,2003-02-28 16:41:00,2003-03-01 04:41:00,A,A,2003-03-01,A,A,A,A
22.000000,2003-03-01 16:54:00,2003-03-02 04:54:00,A,A,2003-03-02,A,A,A,A
22.000000,2003-03-02 17:06:59,2003-03-03 05:06:59,A,A,2003-03-03,B,A,B,A
22.000000,2003-03-03 17:06:00,2003-03-04 05:06:00,A,A,2003-03-04,A,B,A,B
22.000000,2003-03-04 16:02:59,2003-03-05 04:02:59,A,A,2003-03-05,A,B,A,B
22.000000,2003-03-05 16:34:59,2003-03-06 04:34:59,A,A,2003-03-06,B,B,B,B
22.000000,2003-03-06 18:04:00,2003-03-07 06:04:00,A,A,2003-03-07,A,A,A,A
22.000000,2003-03-07 17:02:00,2003-03-08 05:02:00,A,A,2003-03-08,A,A,A,A
